city,state,latitude,longitude,source_name,population
New Haven,IN,41.0706,-85.01441,New Haven,15709
New Paris,IN,41.50033,-85.82805,New Paris,1494
North Vernon,IN,39.00617,-85.62358,North Vernon,6619
Pendleton,IN,39.99754,-85.74664,Pendleton,4219
Peru,IN,40.75365,-86.06888,Peru,11060
Pierceton,IN,41.20032,-85.70554,Pierceton,1027
Pittsboro,IN,39.86393,-86.46694,Pittsboro,3205
Plainfield,IN,39.70421,-86.39944,Plainfield,30590
Plymouth,IN,41.34366,-86.30973,Plymouth,10035
Portage,IN,41.57587,-87.17615,Portage,36738
Remington,IN,40.76087,-87.15085,Remington,1163
Rensselaer,IN,40.9367,-87.15086,Rensselaer,5927
Richmond,IN,39.82894,-84.89024,Richmond,35854
Rochester,IN,41.06476,-86.21583,Rochester,6065
Rockport,IN,37.88311,-87.04944,Rockport,2223
Rolling Prairie,IN,41.67088,-86.61585,Rolling Prairie,582
Saint Croix,IN,38.22395,-86.58637,Saint Croix,0
Saint Paul,IN,39.4281,-85.62831,Saint Paul,1031
Seymour,IN,38.95922,-85.89025,Seymour,19478
Shelbyville,IN,39.52144,-85.77692,Shelbyville,19133
South Bend,IN,41.68338,-86.25001,South Bend,101516
Spiceland,IN,39.83838,-85.43886,Spiceland,868
Straughn,IN,39.80894,-85.29136,Straughn,219
Taylorsville,IN,39.29588,-85.95083,Taylorsville,919
Terre Haute,IN,39.4667,-87.41391,Terre Haute,60825
Tipton,IN,40.28226,-86.0411,Tipton,5144
Valparaiso,IN,41.47309,-87.06114,Valparaiso,32626
Vincennes,IN,38.67727,-87.52863,Vincennes,18012
Wanatah,IN,41.4306,-86.89836,Wanatah,1024
Warren,IN,40.68282,-85.4272,Warren,1223
Washington,IN,38.65922,-87.17279,Washington,12078
Waterloo,IN,41.43199,-85.01997,Waterloo,2248
West Lafayette,IN,40.42587,-86.90807,West Lafayette,45550
Westville,IN,40.04282,-86.12749,Westfield,36738
Whiteland,IN,39.55005,-86.07971,Whiteland,4320
Whitestown,IN,39.99726,-86.34583,Whitestown,6013
Winamac,IN,41.05143,-86.60306,Winamac,2402
Woodburn,IN,41.12533,-84.8533,Woodburn,1611
Yorktown,IN,40.17365,-85.49414,Yorktown,11231
Abilene,KS,38.91722,-97.21391,Abilene,6558
Alma,KS,39.01667,-96.28916,Alma,802
Atchison,KS,39.56305,-95.12164,Atchison,10712
Belle Plaine,KS,37.39391,-97.28115,Belle Plaine,1621
Belleville,KS,39.82445,-97.63254,Belleville,1907
Beloit,KS,39.45612,-98.10616,Beloit,3790
Bunker Hill,KS,38.87584,-98.70397,Bunker Hill,97
Chanute,KS,37.67921,-95.4572,Chanute,9252
Cherryvale,KS,37.27034,-95.55248,Cherryvale,2230
Clay Center,KS,37.51946,-96.77114,Clay Center,4300
Coffeyville,KS,37.0373,-95.61637,Coffeyville,9669
Colby,KS,39.39584,-101.05238,Colby,5417
Concordia,KS,39.57084,-97.66254,Concordia,5218
Cunningham,KS,37.64391,-98.43119,Cunningham,470
Dodge City,KS,37.7528,-100.01708,Dodge City,27912
Douglass,KS,37.51946,-97.01281,Douglass,1695
Edgerton,KS,38.76473,-95.00802,Edgerton,1736
El Dorado,KS,37.81724,-96.86225,El Dorado,12931
Ellis,KS,38.93807,-99.56067,Ellis,2064
Ellsworth,KS,38.73056,-98.22811,Ellsworth,3057
Emporia,KS,38.4039,-96.18166,Emporia,24649
Fairview,KS,39.84111,-95.72804,Fairview,254
Florence,KS,38.24446,-96.92808,Florence,439
Fort Scott,KS,37.83976,-94.7083,Fort Scott,7838
Fredonia,KS,37.53394,-95.82665,Fredonia,2326
Garden City,KS,37.97169,-100.87266,Garden City,27005
Gardner,KS,38.81084,-94.92719,Gardner,20868
Garnett,KS,38.28058,-95.24192,Garnett,3258
Goodland,KS,39.35083,-101.71017,Goodland,4457
Hanover,KS,39.89389,-96.87947,Hanover,668
Hays,KS,38.87918,-99.32677,Hays,21092
Hesston,KS,38.13834,-97.43143,Hesston,3813
Hiawatha,KS,39.8525,-95.53582,Hiawatha,3095
Holcomb,KS,37.98614,-100.98933,Holcomb,2163
Hugoton,KS,37.1753,-101.3496,Hugoton,3964
Iola,KS,37.92448,-95.39998,Iola,5470
Johnson,KS,37.57057,-101.751,Johnson,1327
Junction City,KS,39.02861,-96.8314,Junction City,24621
Kansas City,KS,39.11417,-94.62746,Kansas City,152933
Lakin,KS,37.94058,-101.25489,Lakin,2202
Lawrence,KS,38.97167,-95.23525,Lawrence,93917
Lebo,KS,38.41668,-95.85304,Lebo,905
Lenexa,KS,38.95362,-94.73357,Lenexa,52490
Leon,KS,37.6903,-96.78225,Leon,701
Liberal,KS,37.04308,-100.921,Liberal,20746
Maple Hill,KS,39.08472,-96.02805,Maple Hill,621
Marysville,KS,39.84111,-96.64724,Marysville,3323
Matfield Green,KS,38.15918,-96.56057,Matfield Green,45
Mcpherson,KS,38.37084,-97.66421,McPherson,13144
Meade,KS,37.28558,-100.34015,Meade,1624
Medicine Lodge,KS,37.28113,-98.58036,Medicine Lodge,1988
Moran,KS,37.91615,-95.17025,Moran,520
Mullinville,KS,37.58613,-99.47567,Mullinville,255
Newton,KS,38.04668,-97.34504,Newton,19216
Norton,KS,39.83389,-99.89151,Norton,2841
Oakley,KS,39.13334,-100.86376,Oakley,2045
Oberlin,KS,39.81834,-100.5282,Oberlin,1761
Olathe,KS,38.8814,-94.81913,Olathe,134305
Ottawa,KS,38.61557,-95.26775,Ottawa,12387
Overbrook,KS,38.78056,-95.5572,Overbrook,1024
Parsons,KS,37.34034,-95.26108,Parsons,10090
Phillipsburg,KS,39.75612,-99.32399,Phillipsburg,2524
Pleasanton,KS,38.17781,-94.71135,Pleasanton,1175
Powhattan,KS,39.76167,-95.62998,Powhattan,77
Pratt,KS,37.64391,-98.73759,Pratt,6849
Prescott,KS,38.70556,-97.42809,Gypsum,395
Russell,KS,38.89527,-98.86103,Russell,4534
Sabetha,KS,39.90222,-95.80082,Sabetha,2585
Saint Marys,KS,39.19416,-96.0711,Saint Marys,2627
Salina,KS,38.84028,-97.61142,Salina,47813
Scott City,KS,38.48252,-100.90709,Scott City,3838
Seneca,KS,39.83416,-96.06417,Seneca,2034
Severy,KS,37.62225,-96.22805,Severy,237
Smith Center,KS,39.77918,-98.78507,Smith Center,1616
South Haven,KS,37.05197,-97.40532,South Haven,350
South Hutchinson,KS,38.02807,-97.94033,South Hutchinson,2556
Spearville,KS,37.85002,-99.75679,Spearville,805
Strong City,KS,38.39724,-96.53695,Strong City,458
Sublette,KS,37.48169,-100.84377,Sublette,1384
Tecumseh,KS,39.04806,-95.57915,Tecumseh,0
Tonganoxie,KS,39.10972,-95.08775,Tonganoxie,5248
Topeka,KS,39.04833,-95.67804,Topeka,125963
Tribune,KS,38.46974,-101.75267,Tribune,793
Ulysses,KS,37.58141,-101.35517,Ulysses,6097
Wakeeney,KS,39.02501,-99.87957,WaKeeney,1811
Washington,KS,39.81806,-97.05086,Washington,1085
Wathena,KS,39.75916,-94.94969,Wathena,1336
Wellington,KS,37.2653,-97.37171,Wellington,7987
Wellsville,KS,38.71834,-95.08164,Wellsville,1818
Wichita,KS,37.69224,-97.33754,Wichita,396119
Albany,KY,36.6909,-85.13468,Albany,2012
Ashland,KY,38.47841,-82.63794,Ashland,21108
Bardstown,KY,37.80923,-85.4669,Bardstown,13091
Beaver Dam,KY,37.40199,-86.87583,Beaver Dam,3618
Benton,KY,36.85728,-88.35031,Benton,4357
Berea,KY,37.56869,-84.29632,Berea,14882
Bowling Green,KY,36.99032,-86.4436,Bowling Green,63616
Calvert City,KY,37.03339,-88.35004,Calvert City,2532
Campbellsville,KY,37.3434,-85.34191,Campbellsville,11237
Caneyville,KY,37.42422,-86.48831,Caneyville,620
Catlettsburg,KY,38.4048,-82.60044,Catlettsburg,1808
Columbia,KY,37.10284,-85.30635,Columbia,4644
Corbin,KY,36.9487,-84.09688,Corbin,7389
East Bernstadt,KY,37.18953,-84.11771,East Bernstadt,716
Elizabethtown,KY,36.86561,-87.49117,Hopkinsville,32205
Florence,KY,38.99895,-84.62661,Florence,32227
Frankfort,KY,38.20091,-84.87328,Frankfort,28391
Franklin,KY,36.72226,-86.57722,Franklin,8787
Georgetown,KY,38.2098,-84.55883,Georgetown,32356
Glencoe,KY,38.71451,-84.82273,Glencoe,359
Glendale,KY,37.60173,-85.90552,Glendale,0
Grayson,KY,38.33258,-82.9485,Grayson,4058
Greenup,KY,38.57313,-82.83017,Greenup,1157
Hanson,KY,37.41727,-87.48083,Hanson,736
Henderson,KY,37.83615,-87.59001,Henderson,28890
Hopkinsville,KY,36.86561,-87.49117,Hopkinsville,32205
Horse Cave,KY,37.1795,-85.90692,Horse Cave,2344
Isom,KY,37.18788,-82.89877,Isom,0
Kuttawa,KY,37.05894,-88.13253,Kuttawa,661
Lebanon Junction,KY,37.83451,-85.7319,Lebanon Junction,1917
Lewisport,KY,37.937,-86.90221,Lewisport,1698
Lexington,KY,37.98869,-84.47772,Lexington,320347
London,KY,37.12898,-84.08326,London,8126
Louisville,KY,38.25424,-85.75941,Louisville,624444
Madisonville,KY,37.3281,-87.49889,Madisonville,19539
Mayfield,KY,36.74172,-88.63672,Mayfield,10080
Maysville,KY,38.64119,-83.74437,Maysville,8819
Middlesboro,KY,36.60842,-83.71658,Middlesboro,10730
Morehead,KY,37.27115,-87.17638,Morehead,7622
Morgantown,KY,37.2256,-86.6836,Morgantown,2475
Mortons Gap,KY,37.23671,-87.47528,Mortons Gap,852
Mount Sterling,KY,38.05647,-83.94326,Mount Sterling,7208
Mount Vernon,KY,38.05006,-85.54579,Mount Washington,14028
Murray,KY,36.61033,-88.31476,Murray,18954
Nicholasville,KY,37.88063,-84.573,Nicholasville,29754
Oak Grove,KY,37.34421,-86.75471,Oak Grove,7989
Owensboro,KY,37.77422,-87.11333,Owensboro,59042
Paducah,KY,37.08339,-88.60005,Paducah,24864
Pendleton,KY,38.46229,-85.30357,Pendleton,0
Richmond,KY,37.74786,-84.29465,Richmond,33533
Russell Springs,KY,37.05618,-85.08857,Russell Springs,2511
Russellville,KY,36.84532,-86.88722,Russellville,7056
Sadieville,KY,38.38924,-84.53744,Sadieville,332
Scottsville,KY,36.75338,-86.19054,Scottsville,4411
Shepherdsville,KY,37.9884,-85.71579,Shepherdsville,11967
Simpsonville,KY,38.22257,-85.35523,Simpsonville,2702
Smiths Grove,KY,37.05255,-86.20776,Smiths Grove,736
Somerset,KY,37.09202,-84.60411,Somerset,11439
Sonora,KY,37.52423,-85.89302,Sonora,487
Sparta,KY,38.67701,-84.90689,Sparta,266
Tollesboro,KY,38.55952,-83.57603,Tollesboro,0
Vanceburg,KY,38.59924,-83.3188,Vanceburg,1448
Waddy,KY,38.13702,-85.0744,Waddy,0
Walton,KY,38.87562,-84.61022,Walton,3907
Williamsburg,KY,36.74342,-84.15966,Williamsburg,5293
Willisburg,KY,37.80979,-85.12635,Willisburg,287
Winchester,KY,37.99008,-84.17965,Winchester,18446
Alexandria,LA,31.31129,-92.44514,Alexandria,47889
Amite,LA,30.72657,-90.50898,Amite,4640
Arcadia,LA,32.54904,-92.92016,Arcadia,2861
Baton Rouge,LA,30.44332,-91.18747,Baton Rouge,227470
Belle Chasse,LA,29.85493,-89.99063,Belle Chasse,12679
Belle Rose,LA,30.05048,-91.04149,Belle Rose,1902
Berwick,LA,29.69465,-91.21899,Berwick,4765
Bethany,LA,32.37321,-94.04269,Bethany,0
Bossier City,LA,32.51599,-93.73212,Bossier City,68094
Boyce,LA,31.39046,-92.66931,Boyce,979
Breaux Bridge,LA,30.27353,-91.89928,Breaux Bridge,8395
Broussard,LA,30.14715,-91.96123,Broussard,11303
Bunkie,LA,30.95325,-92.18263,Bunkie,4066
Calhoun,LA,32.51265,-92.35847,Calhoun,679
Chalmette,LA,29.94296,-89.96537,Chalmette,16751
Convent,LA,30.02076,-90.82982,Convent,711
Coushatta,LA,32.01488,-93.34212,Coushatta,1852
Crowley,LA,30.21409,-92.37458,Crowley,13144
Cut Off,LA,29.54272,-90.33814,Cut Off,5976
Delcambre,LA,29.94826,-91.98873,Delcambre,1866
Delhi,LA,32.45764,-91.49317,Delhi,2900
Delta,LA,32.3257,-90.92705,Delta,259
Denham Springs,LA,30.4874,-90.95753,Denham Springs,10125
Duson,LA,30.23576,-92.1854,Duson,1775
Egan,LA,30.23687,-92.50597,Egan,631
Eunice,LA,30.49437,-92.41763,Eunice,10310
Farmerville,LA,32.77347,-92.4057,Farmerville,3862
Franklin,LA,29.79604,-91.5015,Franklin,7302
Frierson,LA,32.25183,-93.6899,Frierson,143
Galliano,LA,29.44216,-90.29925,Galliano,7676
Garyville,LA,30.05604,-90.61926,Garyville,2811
Gonzales,LA,30.23853,-90.9201,Gonzales,10678
Gramercy,LA,30.04742,-90.68981,Gramercy,3457
Grand Coteau,LA,30.41992,-92.04651,Grand Coteau,938
Gray,LA,29.69771,-90.78648,Gray,5584
Greensburg,LA,30.83074,-90.67176,Greensburg,685
Greenwood,LA,32.44293,-93.97296,Greenwood,3191
Grosse Tete,LA,30.41103,-91.43372,Grosse Tete,631
Hammond,LA,30.50463,-90.46293,Hammond,20480
Haughton,LA,32.53265,-93.50406,Haughton,3334
Hosston,LA,32.88764,-93.87851,Hosston,309
Houma,LA,29.59577,-90.71953,Houma,34287
Ida,LA,33.0043,-93.8949,Ida,215
Iowa,LA,30.23687,-93.01376,Iowa,3219
Jennings,LA,30.22243,-92.65708,Jennings,10180
Jonesville,LA,31.62656,-91.81818,Jonesville,2181
Kenner,LA,29.99409,-90.24174,Kenner,67091
Kentwood,LA,30.93824,-90.50898,Kentwood,2340
La Place,LA,30.06698,-90.48147,Laplace,29872
Lafayette,LA,30.22409,-92.01984,Lafayette,121374
Lake Charles,LA,30.21309,-93.2044,Lake Charles,76070
Larose,LA,29.57244,-90.38175,Larose,7400
Leesville,LA,31.14352,-93.261,Leesville,6333
Livingston,LA,30.50213,-90.74787,Livingston,1917
Mansfield,LA,32.03766,-93.70018,Mansfield,4946
Mansura,LA,31.05797,-92.04901,Mansura,1385
Marrero,LA,29.89937,-90.10035,Marrero,33141
Mathews,LA,29.68632,-90.54675,Mathews,2209
Minden,LA,32.61543,-93.28684,Minden,12690
Monroe,LA,32.50931,-92.1193,Monroe,49598
Morgan City,LA,29.69937,-91.20677,Morgan City,11835
Natchitoches,LA,31.76072,-93.08627,Natchitoches,18365
New Iberia,LA,30.00354,-91.81873,New Iberia,30754
New Orleans,LA,29.95465,-90.07507,New Orleans,362701
Oakdale,LA,30.81603,-92.66042,Oakdale,7710
Opelousas,LA,30.53353,-92.08151,Opelousas,16591
Pearl River,LA,30.37603,-89.7484,Pearl River,2530
Plaquemine,LA,30.29005,-91.23497,Plaquemine,6871
Port Allen,LA,30.45214,-91.21011,Port Allen,5130
Port Barre,LA,30.5602,-91.95401,Port Barre,2119
Raceland,LA,29.72743,-90.59898,Raceland,10193
Rayne,LA,30.23493,-92.26846,Rayne,8016
Rayville,LA,32.47736,-91.75485,Rayville,3664
Reserve,LA,30.05381,-90.55175,Reserve,9766
Roanoke,LA,30.23687,-92.74709,Roanoke,546
Ruston,LA,32.52321,-92.63793,Ruston,22340
Saint Francisville,LA,30.7799,-91.3765,Saint Francisville,1765
Saint Gabriel,LA,30.2577,-91.09927,Saint Gabriel,6677
Saint James,LA,29.98187,-90.83176,Saint James,828
Saint Martinville,LA,30.1252,-91.83345,Saint Martinville,6114
Saint Rose,LA,29.94687,-90.32313,Saint Rose,8122
Schriever,LA,29.74215,-90.81037,Schriever,6853
Shreveport,LA,32.52515,-93.75018,Shreveport,187593
Slidell,LA,30.27519,-89.78117,Slidell,27942
Sorrento,LA,30.18436,-90.85926,Sorrento,1582
Springhill,LA,33.00597,-93.46684,Springhill,5097
Starks,LA,30.31548,-93.66183,Starks,664
Sulphur,LA,30.23659,-93.37738,Sulphur,20189
Tallulah,LA,32.40848,-91.18678,Tallulah,6995
Thibodaux,LA,29.79576,-90.82287,Thibodaux,14584
Vidalia,LA,31.56544,-91.42595,Vidalia,4112
Ville Platte,LA,30.68797,-92.27152,Ville Platte,7264
Vinton,LA,30.19076,-93.58127,Vinton,3355
Vivian,LA,32.87153,-93.9874,Vivian,3626
West Monroe,LA,32.51848,-92.14764,West Monroe,12966
Westwego,LA,29.90604,-90.1423,Westwego,8542
Winnfield,LA,31.92558,-92.64131,Winnfield,4565
Adams,MA,42.62425,-73.1176,Adams,5515
Ayer,MA,42.5612,-71.58979,Ayer,2868
Berlin,MA,42.3812,-71.63701,Berlin,2422
Blandford,MA,42.18065,-72.92732,Blandford,393
Boylston,MA,42.39176,-71.70368,Boylston,4078
Bridgewater,MA,41.99038,-70.97504,Bridgewater,7841
Charlton,MA,42.37787,-71.062,Charlestown,20397
Chicopee,MA,42.1487,-72.60787,Chicopee,56741
Fall River,MA,41.70149,-71.15505,Fall River,94000
Framingham,MA,42.27926,-71.41617,Framingham,68318
Lancaster,MA,42.45565,-71.67312,Lancaster,7509
Lee,MA,42.30425,-73.24816,Lee,2051
Leominster,MA,42.52509,-71.75979,Leominster,41569
Lexington,MA,42.44732,-71.2245,Lexington,31394
Ludlow,MA,42.16009,-72.47592,Ludlow,22201
Methuen,MA,42.7262,-71.19089,Methuen,52044
Millbury,MA,42.19398,-71.76007,Millbury,13606
Natick,MA,42.28343,-71.3495,Natick,32276
Newton Lower Falls,MA,42.32926,-71.25367,Newton Lower Falls,1246
North Billerica,MA,42.58343,-71.2845,North Billerica,0
North Oxford,MA,42.15009,-71.86841,North Oxford,0
Norwood,MA,42.19454,-71.1995,Norwood,28602
Orange,MA,42.59036,-72.30981,Orange,4018
Peabody,MA,42.52787,-70.92866,Peabody,52504
Plymouth,MA,41.95844,-70.66726,Plymouth,7494
Salisbury,MA,42.85842,-70.93005,Amesbury,18313
Seekonk,MA,41.80843,-71.337,Seekonk,13966
Shrewsbury,MA,42.29593,-71.71285,Shrewsbury,33893
Springfield,MA,42.10148,-72.58981,Springfield,154341
Sturbridge,MA,42.10843,-72.07869,Sturbridge,2253
Sutton,MA,42.1501,-71.76285,Sutton,9215
Uxbridge,MA,42.07732,-71.62951,Uxbridge,12614
Westborough,MA,42.26954,-71.61618,Westborough,4045
Westminster,MA,42.54592,-71.91063,Westminster,7028
Whately,MA,42.43981,-72.63481,Whately,1600
Wrentham,MA,42.06677,-71.32811,Wrentham,11251
Aberdeen,MD,39.50956,-76.16412,Aberdeen,15580
Accident,MD,39.6287,-79.31976,Accident,316
Baltimore,MD,39.29038,-76.61219,Baltimore,585708
Beltsville,MD,39.03483,-76.90747,Beltsville,16772
Big Pool,MD,39.62371,-78.01583,Big Pool,82
Bladensburg,MD,38.93928,-76.93386,Bladensburg,9640
Brandywine,MD,38.69678,-76.84775,Brandywine,6719
Capitol Heights,MD,38.88511,-76.91581,Capitol Heights,4574
Centreville,MD,39.04178,-76.06633,Centreville,4627
Clinton,MD,38.76511,-76.89831,Clinton,35970
Cumberland,MD,39.65287,-78.76252,Cumberland,20130
Curtis Bay,MD,39.22677,-76.58802,Curtis Bay,3759
Denton,MD,38.88456,-75.82716,Denton,4349
Dundalk,MD,39.25066,-76.52052,Dundalk,63597
Edgewood,MD,39.41872,-76.2944,Edgewood,25562
Elkridge,MD,39.21261,-76.71358,Elkridge,15593
Elkton,MD,39.60678,-75.83327,Elkton,15782
Emmitsburg,MD,39.70454,-77.32693,Emmitsburg,3021
Frederick,MD,39.41427,-77.41054,Frederick,69479
Gaithersburg,MD,39.14344,-77.20137,Gaithersburg,67456
Glen Burnie,MD,39.16261,-76.62469,Glen Burnie,67639
Grantsville,MD,39.69508,-79.15114,Grantsville,765
Hagerstown,MD,39.64176,-77.71999,Hagerstown,40432
Hancock,MD,39.69898,-78.17973,Hancock,1550
Hunt Valley,MD,39.49983,-76.64108,Hunt Valley,23915
Hurlock,MD,38.62428,-75.85438,Hurlock,2092
Hyattsville,MD,38.95594,-76.94553,Hyattsville,18501
Jessup,MD,39.14927,-76.77525,Jessup,7137
Mardela Springs,MD,38.45984,-75.7591,Mardela Springs,350
Middle River,MD,39.33427,-76.43941,Middle River,25191
Millersville,MD,39.05955,-76.64802,Millersville,0
Newburg,MD,38.37735,-76.95331,Newburg,0
North East,MD,39.60011,-75.94133,North East,3723
Nottingham,MD,39.70039,-75.98245,Calvert,0
Perryville,MD,39.56011,-76.07134,Perryville,4437
Rockville,MD,39.084,-77.15276,Rockville,66980
Salisbury,MD,38.36067,-75.59937,Salisbury,32899
Thurmont,MD,39.62371,-77.41082,Thurmont,6454
Upper Marlboro,MD,38.81595,-76.74969,Upper Marlboro,667
Waldorf,MD,38.62456,-76.93914,Waldorf,67752
Walkersville,MD,39.48621,-77.35193,Walkersville,5993
Westover,MD,38.12401,-75.70632,Westover,0
White Marsh,MD,39.38372,-76.43218,White Marsh,9513
Williamsport,MD,39.60065,-77.82055,Williamsport,2162
Auburn,ME,44.09785,-70.23117,Auburn,22871
Augusta,ME,44.31062,-69.77949,Augusta,18899
Baileyville,ME,45.15702,-67.40472,Woodland,952
Bangor,ME,44.79884,-68.77265,Bangor,32391
Biddeford,ME,43.49258,-70.45338,Biddeford,21282
Brownville,ME,45.307,-69.03337,Brownville,1309
Canaan,ME,44.76173,-69.56144,Canaan,2097
Corinna,ME,44.92117,-69.26171,Corinna,2230
Dover Foxcroft,ME,45.18339,-69.22699,Dover-Foxcroft,2528
Fairfield,ME,44.5884,-69.59866,Fairfield,2638
Farmington,ME,44.67062,-70.15117,Farmington,4288
Greenville,ME,45.45949,-69.59061,Greenville,1257
Holden,ME,44.75285,-68.67892,Holden,2939
Houlton,ME,46.12616,-67.8403,Houlton,5002
Kittery,ME,43.08814,-70.73616,Kittery,4562
Liberty,ME,44.38924,-69.30282,Liberty,964
Lincoln,ME,45.36228,-68.50502,Lincoln,2884
Medway,ME,45.60894,-68.53086,Medway,1548
Newport,ME,44.83534,-69.27394,Newport,1776
Portland,ME,43.65737,-70.2589,Portland,66881
Princeton,ME,45.22341,-67.57222,Princeton,927
Richmond,ME,44.0873,-69.79893,Richmond,1760
Scarborough,ME,43.57814,-70.32172,Scarborough,4403
Sherman,ME,45.87116,-68.41781,Sherman,974
Skowhegan,ME,44.76506,-69.71922,Skowhegan,6297
Turner,ME,44.25646,-70.25617,Turner,5470
Warren,ME,44.12036,-69.24005,Warren,3945
West Paris,ME,44.32423,-70.57395,West Paris,1790
Adrian,MI,41.89755,-84.03717,Adrian,20691
Albion,MI,42.2431,-84.75303,Albion,8229
Alma,MI,43.37892,-84.65973,Alma,9193
Battle Creek,MI,42.3173,-85.17816,Battle Creek,51589
Bay City,MI,43.59447,-83.88886,Bay City,33917
Belleville,MI,42.20476,-83.48521,Belleville,3880
Benton Harbor,MI,42.11671,-86.45419,Benton Harbor,9976
Bessemer,MI,46.48134,-90.05295,Bessemer,1770
Big Rapids,MI,43.69808,-85.48366,Big Rapids,10397
Bridgeport,MI,43.35947,-83.88164,Bridgeport,6950
Bridgman,MI,41.9431,-86.55697,Bridgman,2258
Burton,MI,42.99947,-83.61634,Burton,28788
Byron Center,MI,42.81225,-85.72281,Byron Center,5822
Cadillac,MI,44.25195,-85.40116,Cadillac,10373
Caledonia,MI,42.7892,-85.51669,Caledonia,1590
Canton,MI,42.30865,-83.48216,Canton,86825
Capac,MI,43.01253,-82.92799,Capac,1849
Caro,MI,43.49073,-83.39885,Caro,4099
Casco,MI,42.75253,-82.67158,Casco,0
Cedar Springs,MI,43.22336,-85.55142,Cedar Springs,3624
Champion,MI,46.51382,-87.96347,Champion,0
Clare,MI,43.81947,-84.76863,Clare,3082
Coopersville,MI,43.06391,-85.93477,Coopersville,4351
Dearborn,MI,42.32226,-83.17631,Dearborn,95171
Detroit,MI,42.33143,-83.04575,Detroit,645705
Dewitt,MI,42.84226,-84.56915,DeWitt,4655
Dexter,MI,42.33834,-83.88954,Dexter,4067
Dundee,MI,41.95727,-83.65966,Dundee,3994
Eagle,MI,42.80781,-84.7886,Eagle,123
Escanaba,MI,45.74525,-87.06458,Escanaba,12334
Fenton,MI,42.79781,-83.70495,Fenton,11442
Flint,MI,43.01253,-83.68746,Flint,98310
Fowlerville,MI,42.66059,-84.07301,Fowlerville,2895
Gaylord,MI,45.02751,-84.67475,Gaylord,3660
Grand Blanc,MI,42.92753,-83.62995,Grand Blanc,7993
Grand Haven,MI,43.06307,-86.22839,Grand Haven,11062
Grand Ledge,MI,42.75337,-84.74638,Grand Ledge,7791
Grand Rapids,MI,42.96336,-85.66809,Grand Rapids,195097
Grayling,MI,44.6614,-84.71475,Grayling,1844
Gwinn,MI,46.28106,-87.44097,Gwinn,1917
Hart,MI,43.69834,-86.36397,Hart,2098
Holland,MI,42.78752,-86.10893,Holland,33742
Holly,MI,42.79197,-83.62773,Holly,6169
Houghton Lake,MI,44.31474,-84.76475,Houghton Lake,3427
Howard City,MI,43.39558,-85.46782,Howard City,1792
Hudsonville,MI,42.87086,-85.86504,Hudsonville,7324
Imlay City,MI,43.02475,-83.07772,Imlay City,3573
Ionia,MI,42.98725,-85.07112,Ionia,11372
Iron Mountain,MI,45.82023,-88.06596,Iron Mountain,7504
Ironwood,MI,46.45467,-90.17101,Ironwood,5002
Ithaca,MI,43.2917,-84.6075,Ithaca,2834
Jackson,MI,42.24587,-84.40135,Jackson,33133
Kalamazoo,MI,42.29171,-85.58723,Kalamazoo,76041
Lake Odessa,MI,42.78476,-85.13834,Lake Odessa,2029
Lansing,MI,42.73253,-84.55553,Lansing,112644
Lapeer,MI,43.05142,-83.31883,Lapeer,8790
Lennon,MI,42.98445,-83.93002,Lennon,501
Lincoln Park,MI,42.25059,-83.17854,Lincoln Park,37012
Livonia,MI,42.36837,-83.35271,Livonia,94635
Lowell,MI,42.93364,-85.34196,Lowell,3906
Luna Pier,MI,41.80699,-83.44243,Luna Pier,1389
Manistique,MI,45.95775,-86.24625,Manistique,2982
Marlette,MI,43.32697,-83.08022,Marlette,1801
Marquette,MI,46.54354,-87.39542,Marquette,21297
Marshall,MI,42.27226,-84.96331,Marshall,7045
Mattawan,MI,42.20948,-85.78445,Mattawan,1947
Memphis,MI,42.89642,-82.76881,Memphis,1182
Middleton,MI,43.18337,-84.70889,Middleton,0
Milan,MI,42.08532,-83.68244,Milan,5983
Monroe,MI,41.91643,-83.39771,Monroe,20092
Mount Morris,MI,43.11864,-83.69496,Mount Morris,2964
Mount Pleasant,MI,43.59781,-84.76751,Mount Pleasant,26060
Muskegon,MI,43.23418,-86.24839,Muskegon,38401
New Baltimore,MI,42.68114,-82.73686,New Baltimore,12354
New Boston,MI,42.16254,-83.40299,New Boston,0
Newberry,MI,46.355,-85.50956,Newberry,1455
Newport,MI,42.00227,-83.30854,Newport,0
Niles,MI,41.82977,-86.25418,Niles,11333
Ottawa Lake,MI,41.77362,-83.72732,Ottawa Lake,0
Parma,MI,42.25837,-84.59969,Parma,760
Paw Paw,MI,42.21782,-85.89112,Paw Paw,3455
Perry,MI,42.82642,-84.21941,Perry,2100
Pinconning,MI,43.85363,-83.96499,Pinconning,1271
Port Huron,MI,42.97086,-82.42491,Port Huron,29330
Portland,MI,42.8692,-84.90305,Portland,3923
Rapid River,MI,45.92691,-86.96708,Rapid River,0
Redford,MI,42.38337,-83.2966,Redford,49936
Reed City,MI,43.87502,-85.51005,Reed City,2390
Riverview,MI,42.17421,-83.17937,Riverview,12181
Rockford,MI,43.12003,-85.56003,Rockford,6134
Romulus,MI,42.22226,-83.3966,Romulus,23417
Roseville,MI,42.49726,-82.93714,Roseville,47637
Saginaw,MI,43.41947,-83.95081,Saginaw,49347
Saint Clair,MI,42.82087,-82.48602,Saint Clair,5485
Saint Ignace,MI,45.86614,-84.72751,Saint Ignace,2452
